Mark 	Title	Author	Checked Out	Details
	Appaloosa / Robert B. Parker.  	Parker, Robert B., 1932-2010 	07-30-2011 	 
	Hypothermia / Arnaldur Indridason.  	Arnaldur Indridason, 1961- 	08-23-2011 	 
	The audacity of hope : thoughts on reclaiming the American dream / Barack Obama.  	Obama, Barack. 	08-23-2011 	 
	Dreams from my father : a story of race and inheritance / Barack Obama.  	Obama, Barack. 	08-23-2011 	 
	Mourning Gloria / Susan Wittig Albert.  	Albert, Susan Wittig. 	08-23-2011 	 
	Fuzzy nation / John Scalzi.  	Scalzi, John, 1969- 	09-07-2011 	 
	Purgatory chasm : a mystery / Steve Ulfelder.  	Ulfelder, Steve. 	09-07-2011 	 
	Split Image / Robert B. Parker.  	Parker, Robert B. 	09-14-2011 	 
	My father's world / Michael Phillips, Judith Pella.  	Phillips, Michael R., 1946- 	09-14-2011 	 
	The boxer and the spy / Robert B. Parker.  	Parker, Robert B., 1932-2010 	09-14-2011 	 
	The body in the gazebo : a Faith Fairchild mystery / Katherine Hall Page.  	Page, Katherine Hall. 	09-14-2011 	 
	Christmas mourning / Margaret Maron.  	Maron, Margaret. 	09-21-2011 	 
	Sixkill / Robert B. Parker.  	Parker, Robert B., 1932-2010. 	09-30-2011 	 
	The law of angels / Cassandra Clark.  	Clark, Cassandra. 	09-30-2011 	 
	Sophie's world : a novel about the history of philosophy / Jostein Gaarder ; translated by Paulette Møller.  	Gaarder, Jostein, 1952- 	10-04-2011 	 
	Curiosity thrilled the cat : a magical cats mystery / Sofie Kelly.  	Kelly, Sofie, 1958- 	10-04-2011 	 
	Angel's verdict / Mary Stanton.  	Stanton, Mary. 	10-19-2011 	 
	Face time / Hank Phillippi Ryan.  	Ryan, Hank Phillippi. 	10-19-2011 	 
	Promised land / Robert B. Parker. --  	Parker, Robert B., 1932-2010 	10-19-2011 	 
	Aunt Dimity and the family tree / Nancy Atherton.  	Atherton, Nancy. 	10-19-2011 	 
	Dragon Harper / Anne McCaffrey, Todd McCaffrey.  	McCaffrey, Anne. 	11-08-2011 	 
	Irish tiger : a Nuala Anne McGrail novel / Andrew M. Greeley.  	Greeley, Andrew M., 1928- 	11-08-2011 	 
	Prime time / Hank Phillippi Ryan.  	Ryan, Hank Phillippi. 	11-08-2011 	 
	Sleight of paw : a magical cats mystery / Sofie Kelly.  	Kelly, Sofie, 1958- 	11-08-2011 	 
	The social network [videorecording] / Columbia Pictures presents, in association with Relativity Media, a Scott Rudin/Michael De Luca/Trigger Street production ; a David Fincher film ; produced by Scott Rudin, Dana Brunetti, Michael de Luca, Ceán Chaffin ; screenplay by Aaron Sorkin ; directed by David Fincher.  	  	11-08-2011 	 
	Brute strength : a dog lover's mystery / Susan Conant.  	Conant, Susan, 1946- 	11-18-2011 	 
	Rango [videorecording] / Paramount Pictures and Nickelodeon Movies present a Blind Wink production ; a GK Films production ; directed by Gore Verbinski ; written by John Logan ; story by John Logan, Gore Verbinski, James Ward Byrkit ; produced by Gore Verbinski, Graham King, John B. Carls ; a Gore Verbinski film.  	  	11-18-2011 	 
	Dragonheart / Todd McCaffrey.  	McCaffrey, Todd, 1956- 	11-21-2011 	 
	The wild hog murders : a Dan Rhodes mystery / Bill Crider.  	Crider, Bill, 1941- 	11-21-2011 	 
	Dragonholder / Todd J. McCaffrey.  	McCaffrey, Todd, 1956- 	11-21-2011 	 
	The square root of murder / Ada Madison.  	Madison, Ada. 	11-21-2011 	 
	A gift of dragons / Anne McCaffrey.  	McCaffrey, Anne. 	11-27-2011 	 
	The king's speech [videorecording] / The Weinstein Company and UK Film Council present ; in association with Momentum Pictures, Aegis Film Fund, Molinare-London, FilmNation Entertainment ; a See-Saw Films/Bedlam production ; a film by Tom Hooper ; directed by Tom Hooper ; produced by Iain Canning, Emile Sherman, Gareth Unwin ; screenplay by David Seidler.  	  	11-27-2011 	 
	The tale of Castle Cottage : the cottage tales of Beatrix Potter / Susan Wittig Albert.  	Albert, Susan Wittig. 	11-27-2011 	 
	The family vault / Charlotte MacLeod.  	MacLeod, Charlotte. 	11-27-2011 	 
	Legends II : new short novels by the masters of modern fantasy / edited by Robert Silverberg.  	  	11-27-2011 	 
	A dog year [videorecording].  	  	12-02-2011 	 
	Dragon's time / Anne McCaffrey and Todd McCaffrey.  	McCaffrey, Anne. 	12-06-2011 	 
	The lost gate / Orson Scott Card.  	Card, Orson Scott. 	12-06-2011 	 
	Burn notice. Season one [videorecording] / Twentieth Century Fox Film Corporation.  	  	12-06-2011 	 
	The withdrawing room / Charlotte MacLeod.  	MacLeod, Charlotte. 	12-10-2011 	 
	Dragongirl / Todd McCaffrey.  	McCaffrey, Todd, 1956- 	12-10-2011 	 
	Dragonsblood / Todd McCaffrey.  	McCaffrey, Todd, 1956- 	12-10-2011 	 
	The brothers of Baker Street / Michael Robertson.  	Robertson, Michael, 1951- 	12-22-2011 	 
	Sams teach yourself Drupal in 24 hours / Jesse Feiler.  	Feiler, Jesse. 	12-22-2011 	 
	Drupal 7.  	Geller, Tom 	12-22-2011 	 
	The Gladstone bag : a Sarah Kelling mystery / Charlotte MacLeod.  	MacLeod, Charlotte. 	12-22-2011 	 
	Dragon's time / Anne McCaffrey and Todd McCaffrey.  	McCaffrey, Anne. 	12-29-2011 	 
	The recycled citizen / Charlotte MacLeod. --  	MacLeod, Charlotte. 	12-29-2011 	 
	Fringe. The complete first season [videorecording] / Warner Bros. Television ; Bad Robot ; created by J.J. Abrams & Alex Kurtzman & Roberto Orci.  	  	12-29-2011 	 
	The Ruby programming language / David Flanagan and Yukihiro Matsumoto.  	Flanagan, David. 	12-29-2011 	 
	Rest you merry / Charlotte MacLeod.  	MacLeod, Charlotte. 	01-05-2012 	 
	Burn notice. Season two [videorecording] / Twentieth Century Fox Film Corporation.  	  	01-05-2012 	 
	Mind over murder / Allison Kingsley.  	Kingsley, Allison. 	01-05-2012 	 
	Beginning Ruby on Rails / Steven Holzner.  	Holzner, Steven. 	01-05-2012 	 
	The silver ghost / Charlotte Macleod. --  	MacLeod, Charlotte. 	01-05-2012 	 
	Agile Web development with Rails / Sam Ruby, Dave Thomas, David Heinemeier Hansson ; with Leon Breedt ... [et al.].  	Ruby, Sam. 	01-10-2012 	 
	It was an awful shame and other stories / Charlotte MacLeod.  	MacLeod, Charlotte. 	01-10-2012 	 
	The luck runs out / Charlotte MacLeod.  	MacLeod, Charlotte. 	01-17-2012 	 
	The plain old man / Charlotte MacLeod.  	MacLeod, Charlotte. 	01-17-2012 	 
	Variable star / Robert A. Heinlein and Spider Robinson.  	Heinlein, Robert A. (Robert Anson), 1907-1988. 	01-17-2012 	 
	The Convivial Codfish / Charlotte MacLeod. --  	MacLeod, Charlotte. 	01-19-2012 	 
	The Bilbao looking glass / Charlotte MacLeod. --  	MacLeod, Charlotte. 	01-19-2012 	 
	Angel condemned / Mary Stanton.  	Stanton, Mary. 	01-21-2012 	 
	Three-day town / Margaret Maron.  	Maron, Margaret. 	01-21-2012 	 
	Sup with the devil / Barbara Hamilton.  	Hamilton, Barbara, 1951- 	01-25-2012 	 
	1634 : the Bavarian crisis / Eric Flint and Virginia DeMarce.  	Flint, Eric. 	01-25-2012 	 
	The mummy case / Elizabeth Peters.  	Peters, Elizabeth, 1927- 	01-25-2012 	 
	The Ruby programming language / David Flanagan and Yukihiro Matsumoto.  	Flanagan, David. 	01-25-2012 	 
	Miss Dimple disappears : a mystery / Mignon F. Ballard.  	Ballard, Mignon Franklin. 	01-31-2012 	 
	Burn notice. Season three [videorecording].  	  	01-31-2012 	 
	Thor [videorecording] / Marvel Entertainment ; director, Kenneth Branagh.  	  	01-31-2012 	 
	The balloon man / Charlotte MacLeod.  	MacLeod, Charlotte. 	01-31-2012 	 
	A cardinal offense / Ralph McInerny.  	McInerny, Ralph, 1929-2010 	02-07-2012 	 
	The garden of secrets past : an English garden mystery / Anthony Eglin.  	Eglin, Anthony. 	02-07-2012 	 
	The urban homestead : your guide to self-sufficient living in the heart of the city / Kelly Coyne and Erik Knutzen.  	Coyne, Kelly. 	02-07-2012 	 
	The Darling Dahlias and the naked ladies / Susan Wittig Albert.  	Albert, Susan Wittig. 	02-16-2012 	 
	Air time : a Charlotte McNally novel / Hank Phillippi Ryan.  	Ryan, Hank Phillippi. 	02-16-2012 	 
	Running on empty / Sandra Balzo.  	Balzo, Sandra. 	02-16-2012 	 
	The compassion of Father Dowling / Ralph McInerny.  	McInerny, Ralph, 1929-2010. 	02-16-2012 	 
	The adventures of young Indiana Jones. Volume one [videorecording] / Lucasfilm Ltd. ; Paramount Pictures ; executive producer, George Lucas ; produced by Rick McCallum ; written by George Lucas ... [et al.] ; directed by Carl Schultz ... [et al.].  	  	02-17-2012 	Volume pt1 Discs 1-6
	Touch-me-not : a Martha's Vineyard mystery / Cynthia Riggs.  	Riggs, Cynthia. 	02-23-2012 	 
	Uncommon grounds / Sandra Balzo.  	Balzo, Sandra. 	02-23-2012 	 
	Wrack and rune / Charlotte MacLeod.  	MacLeod, Charlotte. 	02-23-2012 	 
	The adventures of young Indiana Jones. Volume one [videorecording] / Lucasfilm Ltd. ; Paramount Pictures ; executive producer, George Lucas ; produced by Rick McCallum ; written by George Lucas ... [et al.] ; directed by Carl Schultz ... [et al.].  	  	02-23-2012 	 
	Grounds for murder / Sandra Balzo.  	Balzo, Sandra. 	02-27-2012 	 
	Ratatouille [videorecording] / Walt Disney Pictures presents ; a Pixar Animation Studios film ; screenwriter and director, Brad Bird ; produced by Brad Lewis.  	  	02-27-2012 	 
	Bean there, done that.  	Balzo, Sandra. 	02-27-2012 	 
	The heirloom life gardener : the Baker Creek way of growing your own food easily and naturally / Jere & Emilee Gettle ; with Meghan Sutherland.  	Gettle, Jere. 	03-04-2012 	 
	From the grounds up / Sandra Balzo.  	Balzo, Sandra. 	03-04-2012 	 
	WALL-E [videorecording] / Pixar Animation Studios ; Walt Disney Pictures ; produced by Jim Morris ; original story & story by Andrew Stanton, Pete Docter ; screenplay by Andrew Stanton & Jim Reardon ; directed by Andrew Stanton.  	  	03-04-2012 	 
	Death and honesty / Cynthia Riggs.  	Riggs, Cynthia. 	03-04-2012 	 
	Double play / Robert B. Parker.  	Parker, Robert B., 1932-2010 	03-04-2012 	 
	"V" is for vengeance / Sue Grafton.  	Grafton, Sue. 	03-08-2012 	 
	Thistle Down / Irene Radford.  	Radford, Irene. 	03-14-2012 	 
	The case of the ill-gotten goat.  	Bishop, Claudia, 1947- 	03-14-2012 	 
	Let's play dead / Sheila Connolly.  	Connolly, Sheila. 	04-01-2012 	 
	Triple shot : a Maggy Thorsen mystery / Sandra Balzo.  	Balzo, Sandra. 	04-01-2012 	 
	A cup of Jo : a Maggy Thorsen mystery / Sandra Balzo.  	Balzo, Sandra. 	04-01-2012 	 
	NCIS: Naval Criminal Investigation Service. The complete first season [videorecording] / writer/director, Donald P. Bellisario.  	  	04-01-2012 	 
	The resurrection man : a Sarah Kelling and Max Bittersohn mystery / Charlotte MacLeod.  	MacLeod, Charlotte. 	04-11-2012 	 
	The curse of the giant hogweed / Charlotte MacLeod. --  	MacLeod, Charlotte. 	04-11-2012 	 
	Something the cat dragged in / Charlotte MacLeod.  	MacLeod, Charlotte. 	04-11-2012 	 
	Burn notice. Season three [videorecording].  	  	04-18-2012 	 
	Three plums in one / Janet Evanovich.  	Evanovich, Janet. 	04-18-2012 	 
	The way between the worlds / Alys Clare.  	Clare, Alys. 	04-18-2012 	 
	The devil's puzzle / Clare O'Donohue.  	O'Donohue, Clare. 	04-18-2012 	 
	The odd job / Charlotte MacLeod.  	MacLeod, Charlotte. 	04-18-2012 	 
	Happy are the peace makers : a Blackie Ryan novel / Andrew M. Greeley.  	Greeley, Andrew M., 1928- 	04-27-2012 	 
	An owl too many / Charlotte MacLeod.  	MacLeod, Charlotte. 	04-27-2012 	 
	Christmas stalkings : tales of yuletide murder / collected by Charlotte MacLeod.  	  	04-27-2012 	 
	Dandy Gilver and the proper treatment of bloodstains / Catriona McPherson.  	McPherson, Catriona, 1965- 	04-27-2012 	 
	Burn notice. Season 4 [videorecording].  	  	04-27-2012 	 
	Out of the dawn light / Alys Clare.  	Clare, Alys. 	05-12-2012 	 
	The moon maze game / Larry Niven and Steven Barnes.  	Niven, Larry. 	05-12-2012 	 
	NCIS: Naval Criminal Investigation Service. The complete first season [videorecording] / writer/director, Donald P. Bellisario.  	  	05-12-2012 	 
	Miss Melville regrets : a novel / by Evelyn E. Smith. --  	Smith, Evelyn E. 	05-21-2012 	 
	The book of Joby / Mark J. Ferrari.  	Ferrari, Mark J. (Mark Joseph), 1956- 	05-21-2012 	 
	The forgotten garden : a novel / Kate Morton.  	Morton, Kate, 1976- 	05-21-2012 	 
	Shadows in flight / Orson Scott Card.  	Card, Orson Scott. 	05-21-2012 	 
	Fortune like the moon / Alys Clare.  	Clare, Alys. 	05-29-2012 	 
	Where the shadows lie / Michael Ridpath.  	Ridpath, Michael. 	05-29-2012 	 
	The bee balm murders : a Martha's Vineyard mystery / Cynthia Riggs.  	Riggs, Cynthia. 	05-29-2012 	 
	The tavern in the morning : a Hawkenlye mystery / Alys Clare.  	Clare, Alys. 	05-30-2012 	 
	Ashes of the elements / Alys Clare.  	Clare, Alys. 	05-30-2012 	 
	A timely vision / Joyce and Jim Lavene.  	Lavene, Joyce. 	06-05-2012 	 
	False impression / Jeffrey Archer.  	Archer, Jeffrey, 1940- 	06-05-2012 	 
	Badger's moon : a mystery of ancient Ireland / Peter Tremayne.  	Tremayne, Peter. 	06-05-2012 	 
	Rough weather / Robert B. Parker.  	Parker, Robert B., 1932-2010 	06-05-2012 	 
	A corpse for Yew / Joyce & Jim Lavene.  	Lavene, Joyce. 	06-13-2012 	 
	Burn notice. Season 4 [videorecording].  	  	06-13-2012 	 
	Wicked weaves / Joyce and Jim Lavene.  	Lavene, Joyce. 	06-13-2012 	 
	Whiter than the lily / Alys Clare.  	Clare, Alys. 	06-13-2012 	 
	Pretty poison / Joyce & Jim Lavene.  	Lavene, Joyce. 	06-20-2012 	 
	A touch of gold / Joyce and Jim Lavene.  	Lavene, Joyce. 	06-25-2012 	 
	Music of the distant stars : an Aelf Fen mystery / Alys Clare.  	Clare, Alys. 	06-25-2012 	 
	Bookmarked for death / Lorna Barrett.  	Barrett, Lorna. 	06-25-2012 	 
	Farnham's freehold, a novel, by Robert A. Heinlein.  	Heinlein, Robert A. (Robert Anson), 1907-1988 	06-25-2012 	 
	Damia's children / Anne McCaffrey.  	McCaffrey, Anne. 	06-25-2012 	 
	Due or die / Jenn McKinlay.  	McKinlay, Jenn. 	07-05-2012 	 
	The Cape Cod caper / Margot Arnold.  	Arnold, Margot. 	07-05-2012 	 
	Double deuce / Robert B. Parker.  	Parker, Robert B., 1932-2010 	07-05-2012 	 
	Copycat killing : a magical cats mystery / Sofie Kelly.  	Kelly, Sofie, 1958- 	07-05-2012 	 
	The enchanter's forest / Alys Clare.  	Clare, Alys. 	07-17-2012 	 
	Aunt Dimity's death / Nancy Atherton.  	Atherton, Nancy. 	07-31-2012 	 
	Albert of Adelaide : a novel / Howard L. Anderson.  	Anderson, Howard, 1943- 	07-31-2012 	 
	Lion of Babylon / Davis Bunn.  	Bunn, T. Davis, 1952- 	07-31-2012 	 
	The wild wood enquiry / Ann Purser.  	Purser, Ann. 	07-31-2012 	 
	How the hippies saved physics : science, counterculture, and the quantum revival / David Kaiser.  	Kaiser, David. 	08-09-2012 	 
	Aunt Dimity and the duke / Nancy Atherton.  	Atherton, Nancy. 	08-09-2012 	 
	Aunt Dimity and the village witch / Nancy Atherton.  	Atherton, Nancy. 	08-09-2012 	 
	Mrs. Mallory investigates / Hazel Holt.  	Holt, Hazel, 1928- 	08-14-2012 	 
	Aunt Dimity's good deed / Nancy Atherton.  	Atherton, Nancy. 	08-14-2012 	 
	The body in the boudoir : a Faith Fairchild mystery / by Katherine Hall Page.  	Page, Katherine Hall. 	08-14-2012 	 
	The tale of Despereaux [videorecording] / Framestore Animation in association with Larger Than Life Productions ; Relativity Media ; Universal Animation Studios ; Universal Pictures ; produced by Gary Ross, Allison Thomas ; screen story by Will McRobb, Chris Viscardi ; written by Gary Ross ; directed by Sam Fell, Robert Stevenhagen.  	  	08-22-2012 	 
	The Godwulf manuscript [by] Robert B. Parker.  	Parker, Robert B., 1932-2010 	08-22-2012 	 
	Emory's gift / W. Bruce Cameron.  	Cameron, W. Bruce. 	08-22-2012 	 
	Death on tour / Janice Hamrick.  	Hamrick, Janice. 	08-27-2012 	 
	Curiosity killed the cat sitter / Blaize Clement.  	Clement, Blaize. 	08-27-2012 	 
	Sketch me if you can / Sharon Pape.  	Pape, Sharon B. 	08-27-2012 	 
	The Cape Cod conundrum : a Penny Spring and Sir Toby Glendower mystery / Margot Arnold.  	Arnold, Margot. 	08-27-2012 	 
	Cold service / Robert B. Parker.  	Parker, Robert B., 1932-2010 	08-27-2012 	 
	Mind your own beeswax / Hannah Reed.  	Reed, Hannah, 1953- 	08-28-2012 	 
	Sketch a falling star / Sharon Pape.  	Pape, Sharon B. 	08-28-2012 	 
	Jesus Henry Christ [videorecording] / Entertainment One and Red Om Films and Reliance Big Entertainment present ; a JHC production ; in association with IM Global ; produced by Philip Rose, Lisa Gillan, Sukee Chew ; screenplay by Dennis Lee ; directed by Dennis Lee.  	  	08-28-2012 	 
	Aunt Dimity digs in / Nancy Atherton.  	Atherton, Nancy. 	09-04-2012 	 
	Buzz off / Hannah Reed.  	Reed, Hannah, 1953- 	09-04-2012 	 
	Duplicity dogged the dachshund : the second Dixie Hemingway mystery / Blaize Clement.  	Clement, Blaize. 	09-04-2012 	 
	Harry Potter and the Order of the Phoenix [videorecording] / Warner Bros. Pictures ; Heyday Films ; Cool Music ; produced by David Barron, David Heyman ; screenplay by Michael Goldenberg ; directed by David Yates.  	  	09-10-2012 	 
	Hugo [videorecording] / Paramount Pictures and GK Films present a GK Films production ; an Infinitum Nihil production, in association with Dean Street Productions, Future Capital Partners and Screen Capital International ; directed by Martin Scorsese ; screenplay by John Logan ; produced by Graham King, Tim Headington, Martin Scorsese, Johnny Depp.  	  	09-10-2012 	 
	Aunt Dimity beats the Devil / Nancy Atherton.  	Atherton, Nancy. 	09-10-2012 	 
	Plan bee / Hannah Reed.  	Reed, Hannah, 1953- 	09-10-2012 	 
	Even cat sitters get the blues : a Dixie Hemingway mystery / Blaize Clement.  	Clement, Blaize. 	09-10-2012 	 
	The secret of Chimneys / Agatha Christie.  	Christie, Agatha, 1890-1976. 	09-10-2012 	 
	Death makes the cut / Janice Hamrick.  	Hamrick, Janice. 	09-10-2012 	 
	Sky dragons / Anne McCaffrey and Todd McCaffrey.  	McCaffrey, Anne. 	09-13-2012 	 
	Cat sitter on a hot tin roof : a Dixie Hemingway mystery / Blaize Clement.  	Clement, Blaize. 	09-13-2012 	 
	A study in scarlet / Sir Arthur Conan Doyle.  	Doyle, Arthur Conan, Sir, 1859-1930. 	09-19-2012 	 
	Raining cat sitters and dogs : a Dixie Hemingway mystery / Blaize Clement  	Clement, Blaize. 	09-19-2012 	 
	The diamond cat / Marian Babson.  	Babson, Marian. 	09-19-2012 	 
	The pale horse / Agatha Christie.  	Christie, Agatha, 1890-1976. 	09-27-2012 	 
	Cat sitter among the pigeons / Blaize Clement.  	Clement, Blaize. 	09-27-2012 	 
	Harry Potter and the Half-Blood Prince [videorecording] / Warner Bros. Pictures presents a Heyday Films production ; produced by David Heyman, David Barron ; screenplay by Steve Kloves ; directed by David Yates.  	  	09-27-2012 	 
	The cat sitter's pajamas / Blaize Clement.  	Clement, Blaize. 	09-28-2012 	 
	Harry Potter and the deathly hallows. Part 1 [videorecording].  	  	09-28-2012 	 
	Harry Potter and the deathly hallows. Part 2 [videorecording] / Warner Bros. ; screenplay, Steve Kloves ; producers, David Heyman, David Barron, J.K. Rowling ; director, David Yates.  	  	10-01-2012 	 
	Remembered death / Agatha Christie.  	Christie, Agatha, 1890-1976. 	10-01-2012 	 
	The Darling Dahlias and the Confederate rose / Susan Wittig Albert.  	Albert, Susan Wittig. 	10-01-2012 	 
	Aunt Dimity's Christmas / Nancy Atherton.  	Atherton, Nancy. 	10-01-2012 	 
	Sherlock Holmes; selected stories. With an introd. by S. C. Roberts.  	Doyle, Arthur Conan, Sir, 1859-1930. 	10-01-2012 	 
	Death at Bishop's Keep / Robin Paige.  	Paige, Robin. 	10-07-2012 	 
	Nemesis : a Miss Marple mystery / Agatha Christie.  	Christie, Agatha, 1890-1976. 	10-07-2012 	 
	Lord of the Isles / David Drake ; [edited by David G. Hartwell].  	Drake, David, 1945- 	10-07-2012 	 
	Robert B. Parker's lullaby / Ace Atkins.  	Atkins, Ace. 	10-16-2012 	 
	The mysterious affair at Styles : a Hercule Poirot mystery / Agatha Christie.  	Christie, Agatha, 1890-1976. 	10-16-2012 	 
	Cat's claw / Susan Wittig Albert.  	Albert, Susan Wittig. 	10-16-2012 	 
	Death at Gallows Green / Robin Paige.  	Paige, Robin. 	10-16-2012 	 
	The murder at the vicarage / Agatha Christie.  	Christie, Agatha, 1890-1976. 	10-22-2012 	 
	Death at Daisy's Folly / Robin Paige.  	Paige, Robin. 	10-22-2012 	 
	Bear bait / Pamela Benson.  	Beason, Pamela. 	10-22-2012 	 
	Aunt Dimity, detective / Nancy Atherton.  	Atherton, Nancy. 	10-22-2012 	 
	Bad business / Robert B. Parker.  	Parker, Robert B., 1932-2010 	10-22-2012 	 
	Head First design patterns / Eric Freeman, Elisabeth Freeman, with Kathy Sierra and Burt Bates.  	  	10-25-2012 	 
	Heroes. Season 1 [videorecording] / created by Tim Kring.  	  	10-28-2012 	 
	Indiana Jones and the Temple of Doom [videorecording] / Paramount Pictures presents a Lucasfilm Ltd. production ; a Steven Spielberg film ; screenplay by Willard Huyck & Gloria Katz ; story by George Lucas ; produced by Robert Watts ; directed by Steven Spielberg.  	  	10-28-2012 	 
	How to moon a cat / Rebecca M. Hale.  	Hale, Rebecca M. 	10-28-2012 	 
	Death at Devil's Bridge / Robin Paige.  	Paige, Robin. 	11-02-2012 	 
	Aunt Dimity takes a holiday / Nancy Atherton.  	Atherton, Nancy. 	11-02-2012 	 
	Agatha Christie Marple. Series 1 [videorecording] / a co-production of Granada and WGBH Boston in association with Agatha Christie Ltd. ; producer, Matthew Read.  	  	11-05-2012 	Volume v1 Murder At the Vicarage
	The aviator [videorecording] / Warner Bros. ; Miramax Films ; Initial Entertainment Group ; Forward Pass ; Appian Way ; Cappa Productions ; IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG ; produced by Sandy Climan, Charles Evans, Jr., Graham King, Michael Mann ; written by John Logan ; directed by Martin Scorsese.  	  	11-05-2012 	 
	Aunt Dimity, snowbound / Nancy Atherton.  	Atherton, Nancy. 	11-05-2012 	 
	The harlequin tea set and other stories / Agatha Christie.  	Christie, Agatha, 1890-1976. 	11-05-2012 	 
	Pale kings and princes : a Spenser novel / by Robert B. Parker.  	Parker, Robert B., 1932-2010 	11-05-2012 	 
	Aunt Dimity and the next of kin / Nancy Atherton.  	Atherton, Nancy. 	11-13-2012 	 
	Dog on it : a Chet and Bernie mystery / Spencer Quinn.  	Quinn, Spencer. 	11-13-2012 	 
	Death at Rottingdean / Robin Paige.  	Paige, Robin. 	11-13-2012 	 
	The Jaguar stones, Book one, Middleworld / J & P Voelkel.  	Voelkel, Jon. 	11-13-2012 	 
	The adventures of Sherlock Holmes / Sir Arthur Conan Doyle ; illustrations by Richard Lebenson ; afterword by Fred Strebeigh.  	Doyle, Arthur Conan, Sir, 1859-1930. 	11-21-2012 	 
	Aunt Dimity and the deep blue sea / Nancy Atherton.  	Atherton, Nancy. 	11-21-2012 	 
	The young Victoria [videorecording] / [presented by] Apparition and GK Films ; produced by Graham King, Martin Scorsese, Tim Headington, Sarah Ferguson ; written by Julian Fellowes ; directed by Jean-Marc Vallée.  	  	11-21-2012 	 
	The green hornet [videorecording].  	  	11-21-2012 	 
	To sketch a thief / Sharon Pape.  	Pape, Sharon B. 	11-21-2012 	 
	The chocolate moose motive : a chocoholic mystery / JoAnna Carl.  	Carl, JoAnna. 	12-02-2012 	 
	Death at Whitechapel / Robin Paige.  	Paige, Robin. 	12-02-2012 	 
	The adventures of Tintin. Season one [videorecording] / director, Stéphane Bernasconi.  	  	12-02-2012 	 
	The emerald atlas / John Stephens.  	Stephens, John, 1972- 	12-02-2012 	 
	The passionate programmer : creating a remarkable career in software development / Chad Fowler.  	Fowler, Chad. 	12-06-2012 	 
	Thereby hangs a tail : a Chet and Bernie mystery / Spencer Quinn.  	Quinn, Spencer. 	12-08-2012 	 
	Memoirs of Sherlock Holmes / Sir Arthur Conan Doyle.  	Doyle, Arthur Conan, Sir, 1859-1930. 	12-14-2012 	 
	Aunt Dimity goes West / Nancy Atherton.  	Atherton, Nancy. 	12-14-2012 	 
	Death at Epsom Downs / Robin Paige.  	Paige, Robin. 	12-14-2012 	 
	Hereafter [videorecording] / Warner Bros. Pictures presents ; a Malpaso production ; directed and produced by Clint Eastwood ; written by Peter Morgan ; produced by Kathleen Kennedy, Robert Lorenz ; a Kennedy/Marshall production ; Amblin Entertainment.  	  	12-17-2012 	 
	Return of Sherlock Holmes  	Doyle, Sir Arthur Conan 	12-21-2012 	 
	Town in a wild moose chase / B. B. Haywood.  	Haywood, B. B. 	12-21-2012 	 
	Percy Jackson & the Olympians [videorecording] : the lightning thief.  	  	12-21-2012 	 
	Bagpipes, brides and homicides / Kaitlyn Dunnett.  	Dunnett, Kaitlyn. 	12-21-2012 	 
	The fire chronicle / John Stephens.  	Stephens, John, 1972- 	12-21-2012 	 
	Death at Dartmoor / Robin Paige.  	Paige, Robin. 	12-29-2012 	 
	First daughter [videorecording] / New Regency Pictures ; Karz Entertainment ; Regency Enterprises ; produced by John Davis, Wyck Godfrey, Mike Karz, Arnon Milchan ; screenplay, Jessica Bendinger, Kate Kondell ; directed by Forest Whitaker.  	  	12-29-2012 	 
	Blue like jazz [videorecording] / producers, Clarke Gallivan and Steve Taylor ; screenplay, David Miller ; director, Steve Taylor.  	  	01-08-2013 	 
	Death at Wentwater Court / Carola Dunn.  	Dunn, Carola. 	01-08-2013 	 
	Kilt dead : a Liss MacCrimmon mystery / Kaitlyn Dunnett.  	Dunnett, Kaitlyn. 	01-08-2013 	 
	Stranger than fiction [videorecording] / Columbia Pictures and Mandate Pictures present a Three Strange Angels production ; produced by Lindsay Doran ; written by Zach Helm ; directed by Marc Forster.  	  	01-08-2013 	 
	A very private grave / Donna Fletcher Crow.  	Crow, Donna Fletcher. 	01-08-2013 	 
	The prince & me [videorecording] / Paramount Pictures presents in association with Lions Gate Entertainment, a Sobini Films production, a Martha Coolidge film ; produced by Mark Amin ; screenplay by Jack Amiel & Michael Begler and Katherine Fugate ; directed by Martha Coolidge.  	  	01-08-2013 	 
	Casino Royale [videorecording] / Metro-Goldwyn-Mayer ; Columbia Pictures ; Albert R. Broccoli's Eon Productions Limited ; Danjaq LLC. ; Babelsberg Film GmbH ; Stillking Films ; United Artists ; produced by Barbara Broccoli, Michael G. Wilson ; screenplay by Neal Purvis & Robert Wade and Paul Haggis ; directed by Martin Campbell.  	  	01-08-2013 	 
	Death at Glamis Castle / Robin Paige.  	Paige, Robin. 	01-15-2013 	 
	The Prince & me. II [videorecording] : the royal wedding / Sobini Films presents in association with DEJ Productions, a Sobini Films production, a film by Catherine Cyran ; produced by Cami Winikoff, Robin Schorr, Mike Elliott ; written by Allison Robinson ; directed by Catherine Cyran.  	  	01-15-2013 	 
	Aunt Dimity : vampire hunter / Nancy Atherton.  	Atherton, Nancy. 	01-15-2013 	 
